model,classifier,fs_config,accuracy,sensitivity,specificity,f1,auc,TP,TN,FP,FN
InceptionV3,AdaBoost_100,ANOVA100_PCA30,0.6250,0.4483,0.7255,0.4643,0.5835,13,37,14,16
ResNet50,MLP_32_16,ANOVA50,0.6250,0.4483,0.7255,0.4643,0.5822,13,37,14,16
InceptionV3,SVM_linear_C1,ANOVA50_PCA20,0.6250,0.4483,0.7255,0.4643,0.5747,13,37,14,16
DenseNet121,MLP_32_16,PCA10,0.6250,0.4483,0.7255,0.4643,0.5740,13,37,14,16
ResNet50,NearestCentroid,ANOVA50,0.6250,0.4483,0.7255,0.4643,0.5734,13,37,14,16
ResNet50,NearestCentroid,ANOVA50_PCA15,0.6250,0.4483,0.7255,0.4643,0.5734,13,37,14,16
DenseNet121,Ridge,ANOVA100_PCA30,0.6250,0.4483,0.7255,0.4643,0.5686,13,37,14,16
InceptionV3,Ridge_10,PCA30,0.6250,0.4483,0.7255,0.4643,0.5680,13,37,14,16
InceptionV3,LogReg_l1_C1,ANOVA50_PCA20,0.6250,0.4483,0.7255,0.4643,0.5659,13,37,14,16
ResNet50,MLP_128,ANOVA200_PCA30,0.6250,0.4483,0.7255,0.4643,0.5554,13,37,14,16
ResNet50,NearestCentroid,ANOVA50_PCA20,0.6250,0.4483,0.7255,0.4643,0.5538,13,37,14,16
ResNet50,MLP_128,ANOVA200_PCA20,0.6250,0.4483,0.7255,0.4643,0.5507,13,37,14,16
ResNet50,NearestCentroid,ANOVA50_PCA30,0.6250,0.4483,0.7255,0.4643,0.5179,13,37,14,16
ResNet50,MLP_64_tanh,ANOVA200_PCA20,0.6250,0.4483,0.7255,0.4643,0.5172,13,37,14,16
InceptionV3,LogReg_C1,PCA20,0.6250,0.4483,0.7255,0.4643,0.5091,13,37,14,16
DenseNet121,LogReg_C0.1,ANOVA50_PCA5,0.6250,0.4138,0.7451,0.4444,0.6592,12,38,13,17
ResNet50,SVM_C0.1_calibrated,ANOVA100_PCA30,0.6250,0.4138,0.7451,0.4444,0.6410,12,38,13,17
DenseNet121,GBM_100,ANOVA200_PCA15,0.6250,0.4138,0.7451,0.4444,0.6383,12,38,13,17
DenseNet121,MLP_32,PCA30,0.6250,0.4138,0.7451,0.4444,0.6383,12,38,13,17
DenseNet121,MLP_64,ANOVA200_PCA5,0.6250,0.4138,0.7451,0.4444,0.6312,12,38,13,17
DenseNet121,MLP_64_reg,PCA20,0.6250,0.4138,0.7451,0.4444,0.6308,12,38,13,17
DenseNet121,Ridge,ANOVA200_PCA15,0.6250,0.4138,0.7451,0.4444,0.6275,12,38,13,17
InceptionV3,LogReg_elasticnet_C0.1,ANOVA50_PCA10,0.6250,0.4138,0.7451,0.4444,0.6275,12,38,13,17
InceptionV3,LogReg_elasticnet_C0.1,ANOVA50_PCA15,0.6250,0.4138,0.7451,0.4444,0.6275,12,38,13,17
InceptionV3,LogReg_elasticnet_C0.1,ANOVA50_PCA5,0.6250,0.4138,0.7451,0.4444,0.6268,12,38,13,17
InceptionV3,LogReg_elasticnet_C0.1,ANOVA50_PCA20,0.6250,0.4138,0.7451,0.4444,0.6254,12,38,13,17
InceptionV3,LogReg_elasticnet_C0.1,ANOVA50_PCA30,0.6250,0.4138,0.7451,0.4444,0.6254,12,38,13,17
DenseNet121,SVM_C10,ANOVA200_PCA20,0.6250,0.4138,0.7451,0.4444,0.6207,12,38,13,17
DenseNet121,LogReg_l1_C1,ANOVA200,0.6250,0.4138,0.7451,0.4444,0.6200,12,38,13,17
InceptionV3,LogReg_C10,ANOVA200_PCA15,0.6250,0.4138,0.7451,0.4444,0.6200,12,38,13,17
DenseNet121,MLP_128,ANOVA100_PCA30,0.6250,0.4138,0.7451,0.4444,0.6099,12,38,13,17
ResNet50,SVM_C0.1_calibrated,ANOVA50_PCA5,0.6250,0.4138,0.7451,0.4444,0.6038,12,38,13,17
InceptionV3,MLP_128_64,ANOVA100,0.6250,0.4138,0.7451,0.4444,0.6024,12,38,13,17
DenseNet121,LogReg_C1,ANOVA50_PCA15,0.6250,0.4138,0.7451,0.4444,0.6018,12,38,13,17
DenseNet121,PassiveAggressive,ANOVA200_PCA10,0.6250,0.4138,0.7451,0.4444,0.5997,12,38,13,17
ResNet50,SVM_C0.1_calibrated,ANOVA50_PCA10,0.6250,0.4138,0.7451,0.4444,0.5997,12,38,13,17
ResNet50,GBM_100,ANOVA200_PCA15,0.6250,0.4138,0.7451,0.4444,0.5970,12,38,13,17
DenseNet121,Ridge_10,ANOVA100_PCA30,0.6250,0.4138,0.7451,0.4444,0.5963,12,38,13,17
InceptionV3,MLP_128_64_reg,ANOVA50_PCA30,0.6250,0.4138,0.7451,0.4444,0.5923,12,38,13,17
ResNet50,QDA,ANOVA100_PCA15,0.6250,0.4138,0.7451,0.4444,0.5886,12,38,13,17
InceptionV3,MLP_64_reg,ANOVA50_PCA20,0.6250,0.4138,0.7451,0.4444,0.5882,12,38,13,17
ResNet50,MLP_128_64,ANOVA100_PCA20,0.6250,0.4138,0.7451,0.4444,0.5876,12,38,13,17
DenseNet121,MLP_128_64,ANOVA200_PCA30,0.6250,0.4138,0.7451,0.4444,0.5849,12,38,13,17
DenseNet121,MLP_64_reg,ANOVA200,0.6250,0.4138,0.7451,0.4444,0.5835,12,38,13,17
DenseNet121,Ridge,ANOVA100_PCA20,0.6250,0.4138,0.7451,0.4444,0.5822,12,38,13,17
ResNet50,MLP_128,ANOVA100_PCA15,0.6250,0.4138,0.7451,0.4444,0.5808,12,38,13,17
DenseNet121,MLP_64,ANOVA200,0.6250,0.4138,0.7451,0.4444,0.5801,12,38,13,17
DenseNet121,MLP_128_64_reg,ANOVA100_PCA30,0.6250,0.4138,0.7451,0.4444,0.5781,12,38,13,17
DenseNet121,Ridge,ANOVA50_PCA15,0.6250,0.4138,0.7451,0.4444,0.5761,12,38,13,17
ResNet50,GaussianNB,ANOVA50,0.6250,0.4138,0.7451,0.4444,0.5754,12,38,13,17
InceptionV3,SVM_linear_C1,ANOVA200_PCA10,0.6250,0.4138,0.7451,0.4444,0.5754,12,38,13,17
ResNet50,MLP_32_16,PCA20,0.6250,0.4138,0.7451,0.4444,0.5734,12,38,13,17
ResNet50,MLP_128,ANOVA100_PCA20,0.6250,0.4138,0.7451,0.4444,0.5727,12,38,13,17
ResNet50,MLP_128_64_reg,ANOVA100_PCA15,0.6250,0.4138,0.7451,0.4444,0.5700,12,38,13,17
DenseNet121,LogReg_C10,ANOVA50_PCA15,0.6250,0.4138,0.7451,0.4444,0.5666,12,38,13,17
DenseNet121,MLP_32,ANOVA200_PCA30,0.6250,0.4138,0.7451,0.4444,0.5666,12,38,13,17
InceptionV3,SVM_C10,ANOVA50,0.6250,0.4138,0.7451,0.4444,0.5612,12,38,13,17
DenseNet121,LogReg_C10,ANOVA100_PCA20,0.6250,0.4138,0.7451,0.4444,0.5558,12,38,13,17
ResNet50,GBM_200,ANOVA100_PCA15,0.6250,0.4138,0.7451,0.4444,0.5446,12,38,13,17
ResNet50,GBM_100,ANOVA100_PCA15,0.6250,0.4138,0.7451,0.4444,0.5439,12,38,13,17
ResNet50,LDA,ANOVA200_PCA20,0.6250,0.4138,0.7451,0.4444,0.5355,12,38,13,17
ResNet50,SVM_linear_C0.1,ANOVA200,0.6250,0.4138,0.7451,0.4444,0.5348,12,38,13,17
ResNet50,SVM_linear_C1,ANOVA200,0.6250,0.4138,0.7451,0.4444,0.5348,12,38,13,17
ResNet50,GaussianNB,ANOVA100_PCA30,0.6250,0.4138,0.7451,0.4444,0.5345,12,38,13,17
ResNet50,MLP_64,ANOVA200_PCA30,0.6250,0.4138,0.7451,0.4444,0.5301,12,38,13,17
InceptionV3,SGD_hinge,PCA30,0.6250,0.4138,0.7451,0.4444,0.5287,12,38,13,17
InceptionV3,SGD_perceptron,PCA30,0.6250,0.4138,0.7451,0.4444,0.5287,12,38,13,17
InceptionV3,SVM_linear_C0.1,PCA10,0.6250,0.4138,0.7451,0.4444,0.5247,12,38,13,17
InceptionV3,SVM_linear_C1,PCA30,0.6250,0.4138,0.7451,0.4444,0.5105,12,38,13,17
DenseNet121,RF_500,ANOVA200_PCA5,0.6250,0.3793,0.7647,0.4231,0.6491,11,39,12,18
InceptionV3,SVM_linear_C0.1,ANOVA100_PCA15,0.6250,0.3793,0.7647,0.4231,0.6302,11,39,12,18
InceptionV3,MLP_32,ANOVA50_PCA15,0.6250,0.3793,0.7647,0.4231,0.6261,11,39,12,18
InceptionV3,LogReg_l1_C0.1,ANOVA50_PCA10,0.6250,0.3793,0.7647,0.4231,0.6173,11,39,12,18
InceptionV3,LogReg_l1_C0.1,ANOVA50_PCA15,0.6250,0.3793,0.7647,0.4231,0.6173,11,39,12,18
InceptionV3,LogReg_l1_C0.1,ANOVA50_PCA20,0.6250,0.3793,0.7647,0.4231,0.6173,11,39,12,18
InceptionV3,LogReg_l1_C0.1,ANOVA50_PCA30,0.6250,0.3793,0.7647,0.4231,0.6173,11,39,12,18
InceptionV3,LogReg_l1_C0.1,ANOVA50_PCA5,0.6250,0.3793,0.7647,0.4231,0.6173,11,39,12,18
InceptionV3,SVM_linear_C0.1,ANOVA50_PCA5,0.6250,0.3793,0.7647,0.4231,0.6173,11,39,12,18
DenseNet121,MLP_128_64,ANOVA100,0.6250,0.3793,0.7647,0.4231,0.6045,11,39,12,18
InceptionV3,SVM_C10,ANOVA100_PCA20,0.6250,0.3793,0.7647,0.4231,0.6045,11,39,12,18
InceptionV3,MLP_128,ANOVA50_PCA20,0.6250,0.3793,0.7647,0.4231,0.6024,11,39,12,18
DenseNet121,MLP_128,PCA30,0.6250,0.3793,0.7647,0.4231,0.6011,11,39,12,18
DenseNet121,SVM_linear_C0.1,PCA30,0.6250,0.3793,0.7647,0.4231,0.6004,11,39,12,18
DenseNet121,Ridge_10,ANOVA200,0.6250,0.3793,0.7647,0.4231,0.5991,11,39,12,18
ResNet50,NearestCentroid,ANOVA100_PCA15,0.6250,0.3793,0.7647,0.4231,0.5916,11,39,12,18
InceptionV3,Ridge,PCA5,0.6250,0.3793,0.7647,0.4231,0.5889,11,39,12,18
InceptionV3,Ridge_0.1,PCA5,0.6250,0.3793,0.7647,0.4231,0.5889,11,39,12,18
InceptionV3,Ridge_10,PCA5,0.6250,0.3793,0.7647,0.4231,0.5889,11,39,12,18
DenseNet121,MLP_128,ANOVA100,0.6250,0.3793,0.7647,0.4231,0.5876,11,39,12,18
DenseNet121,MLP_64_tanh,ANOVA10,0.6250,0.3793,0.7647,0.4231,0.5781,11,39,12,18
DenseNet121,MLP_128_64_reg,ANOVA50_PCA10,0.6250,0.3793,0.7647,0.4231,0.5774,11,39,12,18
InceptionV3,PassiveAggressive,ANOVA200_PCA20,0.6250,0.3793,0.7647,0.4231,0.5774,11,39,12,18
DenseNet121,MLP_128_64,ANOVA200,0.6250,0.3793,0.7647,0.4231,0.5734,11,39,12,18
ResNet50,NearestCentroid,PCA5,0.6250,0.3793,0.7647,0.4231,0.5713,11,39,12,18
DenseNet121,MLP_128,ANOVA50,0.6250,0.3793,0.7647,0.4231,0.5713,11,39,12,18
DenseNet121,LogReg_C10,ANOVA20,0.6250,0.3793,0.7647,0.4231,0.5707,11,39,12,18
InceptionV3,MLP_32,ANOVA200_PCA30,0.6250,0.3793,0.7647,0.4231,0.5693,11,39,12,18
DenseNet121,MLP_64_reg,ANOVA200_PCA30,0.6250,0.3793,0.7647,0.4231,0.5686,11,39,12,18
InceptionV3,SGD_log,PCA10,0.6250,0.3793,0.7647,0.4231,0.5659,11,39,12,18
DenseNet121,MLP_32_16,ANOVA50_PCA10,0.6250,0.3793,0.7647,0.4231,0.5646,11,39,12,18
DenseNet121,MLP_64,ANOVA50_PCA30,0.6250,0.3793,0.7647,0.4231,0.5639,11,39,12,18
DenseNet121,MLP_128,ANOVA50_PCA10,0.6250,0.3793,0.7647,0.4231,0.5605,11,39,12,18
DenseNet121,MLP_128_64,ANOVA50_PCA30,0.6250,0.3793,0.7647,0.4231,0.5578,11,39,12,18
ResNet50,MLP_64_reg,ANOVA100_PCA20,0.6250,0.3793,0.7647,0.4231,0.5544,11,39,12,18
DenseNet121,MLP_64,PCA15,0.6250,0.3793,0.7647,0.4231,0.5510,11,39,12,18
DenseNet121,GBM_200,PCA15,0.6250,0.3793,0.7647,0.4231,0.5030,11,39,12,18
DenseNet121,QDA,ANOVA200_PCA10,0.6250,0.3448,0.7843,0.4000,0.6558,10,40,11,19
DenseNet121,QDA,ANOVA50_PCA10,0.6250,0.3448,0.7843,0.4000,0.6139,10,40,11,19
InceptionV3,SVM_C0.1_calibrated,ANOVA20,0.6250,0.3448,0.7843,0.4000,0.6092,10,40,11,19
DenseNet121,Ridge_10,ANOVA100_PCA20,0.6250,0.3448,0.7843,0.4000,0.6024,10,40,11,19
ResNet50,SVM_C0.1,ANOVA50_PCA10,0.6250,0.3448,0.7843,0.4000,0.5991,10,40,11,19
DenseNet121,LogReg_C1,ANOVA200_PCA20,0.6250,0.3448,0.7843,0.4000,0.5977,10,40,11,19
DenseNet121,MLP_128_64_reg,ANOVA50_PCA5,0.6250,0.3448,0.7843,0.4000,0.5835,10,40,11,19
InceptionV3,MLP_32_16,ANOVA50_PCA10,0.6250,0.3448,0.7843,0.4000,0.5781,10,40,11,19
InceptionV3,MLP_32_16,ANOVA50_PCA15,0.6250,0.3448,0.7843,0.4000,0.5754,10,40,11,19
ResNet50,RF_100,ANOVA200_PCA15,0.6250,0.3448,0.7843,0.4000,0.5740,10,40,11,19
InceptionV3,MLP_128_64_reg,ANOVA100_PCA10,0.6250,0.3448,0.7843,0.4000,0.5740,10,40,11,19
InceptionV3,SVM_C10,PCA30,0.6250,0.3448,0.7843,0.4000,0.5734,10,40,11,19
DenseNet121,MLP_64_tanh,ANOVA100_PCA20,0.6250,0.3448,0.7843,0.4000,0.5666,10,40,11,19
ResNet50,GBM_100,ANOVA100_PCA20,0.6250,0.3448,0.7843,0.4000,0.5649,10,40,11,19
DenseNet121,MLP_128,PCA15,0.6250,0.3448,0.7843,0.4000,0.5622,10,40,11,19
DenseNet121,Ridge,ANOVA50_PCA30,0.6250,0.3448,0.7843,0.4000,0.5592,10,40,11,19
DenseNet121,MLP_128_64,ANOVA100_PCA20,0.6250,0.3448,0.7843,0.4000,0.5524,10,40,11,19
InceptionV3,MLP_128_64_reg,PCA20,0.6250,0.3448,0.7843,0.4000,0.5416,10,40,11,19
ResNet50,GaussianNB,ANOVA200_PCA30,0.6250,0.3448,0.7843,0.4000,0.5406,10,40,11,19
InceptionV3,Ridge_10,ANOVA200_PCA5,0.6250,0.3448,0.7843,0.4000,0.5382,10,40,11,19
InceptionV3,Ridge,ANOVA200_PCA5,0.6250,0.3448,0.7843,0.4000,0.5348,10,40,11,19
InceptionV3,Ridge_0.1,ANOVA200_PCA5,0.6250,0.3448,0.7843,0.4000,0.5341,10,40,11,19
InceptionV3,LDA,ANOVA50_PCA20,0.6250,0.3448,0.7843,0.4000,0.5281,10,40,11,19
DenseNet121,MLP_64_tanh,ANOVA50_PCA30,0.6250,0.3448,0.7843,0.4000,0.5233,10,40,11,19
DenseNet121,SVM_linear_C1,PCA30,0.6250,0.3448,0.7843,0.4000,0.5186,10,40,11,19
InceptionV3,QDA,ANOVA50_PCA5,0.6250,0.3103,0.8039,0.3750,0.6599,9,41,10,20
DenseNet121,QDA,ANOVA100_PCA10,0.6250,0.3103,0.8039,0.3750,0.6477,9,41,10,20
InceptionV3,SVM_C0.1_calibrated,ANOVA100,0.6250,0.3103,0.8039,0.3750,0.6308,9,41,10,20
InceptionV3,SVM_C0.1_calibrated,ANOVA100_PCA20,0.6250,0.3103,0.8039,0.3750,0.6275,9,41,10,20
InceptionV3,SVM_C0.1_calibrated,ANOVA100_PCA30,0.6250,0.3103,0.8039,0.3750,0.6261,9,41,10,20
InceptionV3,SVM_C0.1_calibrated,ANOVA100_PCA15,0.6250,0.3103,0.8039,0.3750,0.6214,9,41,10,20
ResNet50,GBM_100,PCA10,0.6250,0.3103,0.8039,0.3750,0.6153,9,41,10,20
ResNet50,GBM_200,PCA10,0.6250,0.3103,0.8039,0.3750,0.6099,9,41,10,20
InceptionV3,AdaBoost_100,ANOVA50,0.6250,0.3103,0.8039,0.3750,0.6085,9,41,10,20
InceptionV3,GaussianNB,ANOVA50_PCA5,0.6250,0.3103,0.8039,0.3750,0.6078,9,41,10,20
DenseNet121,GaussianNB,ANOVA50_PCA5,0.6250,0.3103,0.8039,0.3750,0.5997,9,41,10,20
InceptionV3,GaussianNB,ANOVA200_PCA20,0.6250,0.3103,0.8039,0.3750,0.5936,9,41,10,20
ResNet50,ExtraTrees_100,ANOVA50_PCA30,0.6250,0.3103,0.8039,0.3750,0.5872,9,41,10,20
InceptionV3,RF_500,ANOVA200_PCA20,0.6250,0.3103,0.8039,0.3750,0.5822,9,41,10,20
InceptionV3,SVM_C1,ANOVA50_PCA30,0.6250,0.3103,0.8039,0.3750,0.5788,9,41,10,20
InceptionV3,LogReg_elasticnet_C0.1,ANOVA20,0.6250,0.3103,0.8039,0.3750,0.5693,9,41,10,20
InceptionV3,MLP_128,ANOVA50_PCA10,0.6250,0.3103,0.8039,0.3750,0.5686,9,41,10,20
ResNet50,QDA,ANOVA100_PCA5,0.6250,0.3103,0.8039,0.3750,0.5652,9,41,10,20
ResNet50,GaussianNB,ANOVA200_PCA5,0.6250,0.3103,0.8039,0.3750,0.5538,9,41,10,20
InceptionV3,RF_100,ANOVA200_PCA15,0.6250,0.3103,0.8039,0.3750,0.5507,9,41,10,20
ResNet50,ExtraTrees_100,ANOVA50_PCA15,0.6250,0.3103,0.8039,0.3750,0.5456,9,41,10,20
ResNet50,RF_100,ANOVA50_PCA30,0.6250,0.3103,0.8039,0.3750,0.5450,9,41,10,20
ResNet50,GaussianNB,ANOVA100_PCA5,0.6250,0.3103,0.8039,0.3750,0.5409,9,41,10,20
InceptionV3,AdaBoost_100,PCA50,0.6250,0.3103,0.8039,0.3750,0.5382,9,41,10,20
InceptionV3,MLP_128_64_reg,PCA15,0.6250,0.3103,0.8039,0.3750,0.4949,9,41,10,20
InceptionV3,SVM_C0.1_calibrated,ANOVA200_PCA20,0.6250,0.2759,0.8235,0.3478,0.6268,8,42,9,21
InceptionV3,SVM_C0.1_calibrated,ANOVA200_PCA15,0.6250,0.2759,0.8235,0.3478,0.6254,8,42,9,21
InceptionV3,SVM_C0.5,ANOVA100,0.6250,0.2759,0.8235,0.3478,0.6105,8,42,9,21
InceptionV3,SVM_C0.5,ANOVA100_PCA30,0.6250,0.2759,0.8235,0.3478,0.6099,8,42,9,21
InceptionV3,MLP_64_tanh,PCA15,0.6250,0.2759,0.8235,0.3478,0.6085,8,42,9,21
InceptionV3,SVM_C1,ANOVA200_PCA15,0.6250,0.2759,0.8235,0.3478,0.6085,8,42,9,21
InceptionV3,SVM_C0.5,ANOVA100_PCA10,0.6250,0.2759,0.8235,0.3478,0.6024,8,42,9,21
InceptionV3,SVM_C0.5,ANOVA100_PCA15,0.6250,0.2759,0.8235,0.3478,0.6024,8,42,9,21
InceptionV3,RF_100,ANOVA50_PCA20,0.6250,0.2759,0.8235,0.3478,0.6021,8,42,9,21
InceptionV3,SVM_C0.5,ANOVA50_PCA5,0.6250,0.2759,0.8235,0.3478,0.6004,8,42,9,21
InceptionV3,SVM_C1,ANOVA100_PCA5,0.6250,0.2759,0.8235,0.3478,0.5991,8,42,9,21
InceptionV3,RF_500,ANOVA200,0.6250,0.2759,0.8235,0.3478,0.5957,8,42,9,21
InceptionV3,GBM_200,PCA50,0.6250,0.2759,0.8235,0.3478,0.5943,8,42,9,21
InceptionV3,SVM_C1,ANOVA200_PCA20,0.6250,0.2759,0.8235,0.3478,0.5943,8,42,9,21
DenseNet121,LDA,ANOVA50_PCA15,0.6250,0.2759,0.8235,0.3478,0.5943,8,42,9,21
InceptionV3,RF_100,ANOVA200,0.6250,0.2759,0.8235,0.3478,0.5916,8,42,9,21
InceptionV3,SVM_C1,ANOVA200_PCA10,0.6250,0.2759,0.8235,0.3478,0.5862,8,42,9,21
DenseNet121,QDA,ANOVA200_PCA15,0.6250,0.2759,0.8235,0.3478,0.5805,8,42,9,21
InceptionV3,LogReg_l1_C0.1,PCA5,0.6250,0.2759,0.8235,0.3478,0.5707,8,42,9,21
InceptionV3,RF_100,ANOVA100_PCA20,0.6250,0.2759,0.8235,0.3478,0.5696,8,42,9,21
ResNet50,ExtraTrees_100,ANOVA200_PCA20,0.6250,0.2759,0.8235,0.3478,0.5639,8,42,9,21
DenseNet121,AdaBoost_100,PCA30,0.6250,0.2759,0.8235,0.3478,0.4767,8,42,9,21
InceptionV3,RF_100,ANOVA200_PCA30,0.6250,0.2414,0.8431,0.3182,0.5808,7,43,8,22
DenseNet121,GaussianNB,ANOVA50_PCA20,0.6250,0.2414,0.8431,0.3182,0.5152,7,43,8,22
DenseNet121,RF_500,PCA10,0.6250,0.2069,0.8627,0.2857,0.5551,6,44,7,23
InceptionV3,ExtraTrees_100,ANOVA200_PCA10,0.6250,0.2069,0.8627,0.2857,0.5504,6,44,7,23
DenseNet121,RF_100,PCA10,0.6250,0.2069,0.8627,0.2857,0.5419,6,44,7,23
DenseNet121,QDA,ANOVA20,0.6250,0.2069,0.8627,0.2857,0.4851,6,44,7,23
InceptionV3,QDA,ANOVA20,0.6250,0.2069,0.8627,0.2857,0.4821,6,44,7,23
InceptionV3,ExtraTrees_100,PCA15,0.6250,0.1724,0.8824,0.2500,0.5254,5,45,6,24
InceptionV3,GBM_100,PCA30,0.6250,0.1724,0.8824,0.2500,0.5199,5,45,6,24
DenseNet121,GaussianNB,ANOVA100_PCA30,0.6250,0.1034,0.9216,0.1667,0.4030,3,47,4,26
InceptionV3,RF_100,PCA50,0.6250,0.0690,0.9412,0.1176,0.5051,2,48,3,27
DenseNet121,ExtraTrees_100,PCA50,0.6250,0.0345,0.9608,0.0625,0.5446,1,49,2,28
InceptionV3,SGD_hinge,ANOVA200,0.6125,0.6897,0.5686,0.5634,0.6484,20,29,22,9
DenseNet121,SGD_log,ANOVA50_PCA10,0.6125,0.6897,0.5686,0.5634,0.6302,20,29,22,9
InceptionV3,SGD_perceptron,ANOVA100_PCA30,0.6125,0.6552,0.5882,0.5507,0.6498,19,30,21,10
InceptionV3,QDA,ANOVA100,0.6125,0.6552,0.5882,0.5507,0.6217,19,30,21,10
ResNet50,PassiveAggressive,ANOVA50_PCA5,0.6125,0.6552,0.5882,0.5507,0.5625,19,30,21,10
ResNet50,PassiveAggressive,ANOVA10,0.6125,0.6207,0.6078,0.5373,0.6261,18,31,20,11
InceptionV3,SGD_perceptron,ANOVA50_PCA30,0.6125,0.6207,0.6078,0.5373,0.6247,18,31,20,11
ResNet50,SGD_hinge,ANOVA200_PCA5,0.6125,0.6207,0.6078,0.5373,0.5571,18,31,20,11
InceptionV3,LogReg_C1,ANOVA100,0.6125,0.5862,0.6275,0.5231,0.6308,17,32,19,12
ResNet50,Ridge,ANOVA10,0.6125,0.5862,0.6275,0.5231,0.6295,17,32,19,12
ResNet50,Ridge_0.1,ANOVA10,0.6125,0.5862,0.6275,0.5231,0.6281,17,32,19,12
DenseNet121,SGD_log,PCA10,0.6125,0.5862,0.6275,0.5231,0.6136,17,32,19,12
ResNet50,SVM_linear_C1,ANOVA10,0.6125,0.5862,0.6275,0.5231,0.6105,17,32,19,12
ResNet50,LogReg_C0.1,ANOVA20,0.6125,0.5862,0.6275,0.5231,0.6065,17,32,19,12
ResNet50,LogReg_l1_C0.1,ANOVA200_PCA5,0.6125,0.5862,0.6275,0.5231,0.6024,17,32,19,12
DenseNet121,SGD_hinge,ANOVA100_PCA20,0.6125,0.5862,0.6275,0.5231,0.5963,17,32,19,12
InceptionV3,SGD_log,ANOVA200_PCA15,0.6125,0.5862,0.6275,0.5231,0.5936,17,32,19,12
ResNet50,SVM_C10,ANOVA20,0.6125,0.5517,0.6471,0.5079,0.6389,16,33,18,13
InceptionV3,LogReg_C1,ANOVA100_PCA30,0.6125,0.5517,0.6471,0.5079,0.6207,16,33,18,13
ResNet50,Ridge_10,ANOVA100_PCA10,0.6125,0.5517,0.6471,0.5079,0.6133,16,33,18,13
InceptionV3,AdaBoost_100,ANOVA50_PCA5,0.6125,0.5517,0.6471,0.5079,0.6119,16,33,18,13
DenseNet121,SGD_log,ANOVA100_PCA10,0.6125,0.5517,0.6471,0.5079,0.6028,16,33,18,13
DenseNet121,SGD_perceptron,ANOVA50,0.6125,0.5517,0.6471,0.5079,0.6011,16,33,18,13
ResNet50,LogReg_l1_C0.1,ANOVA200_PCA10,0.6125,0.5517,0.6471,0.5079,0.5997,16,33,18,13
InceptionV3,SGD_log,ANOVA200_PCA30,0.6125,0.5517,0.6471,0.5079,0.5957,16,33,18,13
DenseNet121,SGD_hinge,ANOVA100_PCA30,0.6125,0.5517,0.6471,0.5079,0.5835,16,33,18,13
ResNet50,LogReg_l1_C0.1,PCA20,0.6125,0.5517,0.6471,0.5079,0.5700,16,33,18,13
ResNet50,LogReg_elasticnet_C0.1,ANOVA50,0.6125,0.5517,0.6471,0.5079,0.5470,16,33,18,13
InceptionV3,LogReg_C1,ANOVA100_PCA20,0.6125,0.5172,0.6667,0.4918,0.6329,15,34,17,14
DenseNet121,LogReg_l1_C0.1,ANOVA200_PCA10,0.6125,0.5172,0.6667,0.4918,0.6207,15,34,17,14
DenseNet121,LogReg_l1_C0.1,ANOVA200_PCA15,0.6125,0.5172,0.6667,0.4918,0.6207,15,34,17,14
DenseNet121,LogReg_l1_C0.1,ANOVA200_PCA20,0.6125,0.5172,0.6667,0.4918,0.6207,15,34,17,14
DenseNet121,LogReg_l1_C0.1,ANOVA200_PCA30,0.6125,0.5172,0.6667,0.4918,0.6207,15,34,17,14
DenseNet121,LogReg_l1_C0.1,ANOVA200_PCA5,0.6125,0.5172,0.6667,0.4918,0.6207,15,34,17,14
ResNet50,MLP_64_tanh,ANOVA20,0.6125,0.5172,0.6667,0.4918,0.6180,15,34,17,14
ResNet50,LogReg_elasticnet_C0.1,ANOVA100_PCA15,0.6125,0.5172,0.6667,0.4918,0.6085,15,34,17,14
DenseNet121,SGD_log,ANOVA50_PCA20,0.6125,0.5172,0.6667,0.4918,0.6065,15,34,17,14
ResNet50,LogReg_elasticnet_C0.1,PCA15,0.6125,0.5172,0.6667,0.4918,0.6004,15,34,17,14
ResNet50,MLP_128,ANOVA100,0.6125,0.5172,0.6667,0.4918,0.5876,15,34,17,14
ResNet50,SVM_linear_C0.1,ANOVA100_PCA30,0.6125,0.5172,0.6667,0.4918,0.5294,15,34,17,14
ResNet50,MLP_32,ANOVA200_PCA30,0.6125,0.5172,0.6667,0.4918,0.5260,15,34,17,14
DenseNet121,MLP_128_64_reg,ANOVA200_PCA5,0.6125,0.4828,0.6863,0.4746,0.6335,14,35,16,15
DenseNet121,LogReg_elasticnet_C0.1,ANOVA200_PCA5,0.6125,0.4828,0.6863,0.4746,0.6295,14,35,16,15
DenseNet121,LogReg_l1_C1,ANOVA200_PCA30,0.6125,0.4828,0.6863,0.4746,0.6254,14,35,16,15
InceptionV3,LogReg_C10,ANOVA50,0.6125,0.4828,0.6863,0.4746,0.6227,14,35,16,15
InceptionV3,LogReg_C10,ANOVA100_PCA10,0.6125,0.4828,0.6863,0.4746,0.6180,14,35,16,15
ResNet50,SVM_C1,ANOVA50_PCA10,0.6125,0.4828,0.6863,0.4746,0.6153,14,35,16,15
InceptionV3,LogReg_C10,ANOVA10,0.6125,0.4828,0.6863,0.4746,0.6099,14,35,16,15
InceptionV3,SVM_linear_C1,ANOVA50_PCA30,0.6125,0.4828,0.6863,0.4746,0.5957,14,35,16,15
